CodProvincia,Provincia,CodMunicipio,Municipio,Poblacion
10,Cáceres,125,Monroy,1094
10,Cáceres,126,Montánchez,1936
10,Cáceres,127,Montehermoso,5884
10,Cáceres,128,Moraleja,7130
10,Cáceres,129,Morcillo,415
10,Cáceres,130,Navaconcejo,1975
10,Cáceres,131,Navalmoral de la Mata,17401
10,Cáceres,132,Navalvillar de Ibor,469
10,Cáceres,133,Navas del Madroño,1412
10,Cáceres,134,Navezuelas,668
10,Cáceres,135,Nuñomoral,1411
10,Cáceres,136,Oliva de Plasencia,304
10,Cáceres,137,Palomero,412
10,Cáceres,138,Pasarón de la Vera,663
10,Cáceres,139,Pedroso de Acim,110
10,Cáceres,140,Peraleda de la Mata,1434
10,Cáceres,141,Peraleda de San Román,322
10,Cáceres,142,Perales del Puerto,966
10,Cáceres,143,Pescueza,173
10,Cáceres,144,"Pesga, La",1121
10,Cáceres,145,Piedras Albas,177
10,Cáceres,146,Pinofranqueado,1670
10,Cáceres,147,Piornal,1550
10,Cáceres,148,Plasencia,41002
10,Cáceres,149,Plasenzuela,500
10,Cáceres,150,Portaje,401
10,Cáceres,151,Portezuelo,264
10,Cáceres,152,Pozuelo de Zarzón,552
10,Cáceres,153,Puerto de Santa Cruz,385
10,Cáceres,154,Rebollar,224
10,Cáceres,155,Riolobos,1349
10,Cáceres,156,Robledillo de Gata,116
10,Cáceres,157,Robledillo de la Vera,318
10,Cáceres,158,Robledillo de Trujillo,414
10,Cáceres,159,Robledollano,361
10,Cáceres,160,Romangordo,261
10,Cáceres,161,Ruanes,71
10,Cáceres,162,Salorino,661
10,Cáceres,163,Salvatierra de Santiago,304
10,Cáceres,164,San Martín de Trevejo,895
10,Cáceres,165,Santa Ana,282
10,Cáceres,166,Santa Cruz de la Sierra,313
10,Cáceres,167,Santa Cruz de Paniagua,291
10,Cáceres,168,Santa Marta de Magasca,306
10,Cáceres,169,Santiago de Alcántara,615
10,Cáceres,170,Santiago del Campo,288
10,Cáceres,171,Santibáñez el Alto,405
10,Cáceres,172,Santibáñez el Bajo,797
10,Cáceres,173,Saucedilla,857
10,Cáceres,174,Segura de Toro,191
10,Cáceres,175,Serradilla,1684
10,Cáceres,176,Serrejón,449
10,Cáceres,177,Sierra de Fuentes,2056
10,Cáceres,178,Talaván,906
10,Cáceres,179,Talaveruela de la Vera,395
10,Cáceres,180,Talayuela,9269
10,Cáceres,181,Tejeda de Tiétar,873
10,Cáceres,182,Toril,183
10,Cáceres,183,Tornavacas,1181
10,Cáceres,184,"Torno, El",953
10,Cáceres,185,Torrecilla de los Ángeles,682
10,Cáceres,186,Torrecillas de la Tiesa,1187
10,Cáceres,187,Torre de Don Miguel,539
10,Cáceres,188,Torre de Santa María,622
10,Cáceres,189,Torrejoncillo,3195
10,Cáceres,190,Torrejón el Rubio,577
10,Cáceres,191,Torremenga,652
10,Cáceres,192,Torremocha,950
10,Cáceres,193,Torreorgaz,1742
10,Cáceres,194,Torrequemada,614
10,Cáceres,195,Trujillo,9646
10,Cáceres,196,Valdastillas,361
10,Cáceres,197,Valdecañas de Tajo,136
10,Cáceres,198,Valdefuentes,1362
10,Cáceres,199,Valdehúncar,200
10,Cáceres,200,Valdelacasa de Tajo,468
10,Cáceres,201,Valdemorales,227
10,Cáceres,202,Valdeobispo,743
10,Cáceres,203,Valencia de Alcántara,6032
10,Cáceres,204,Valverde de la Vera,554
10,Cáceres,205,Valverde del Fresno,2454
10,Cáceres,206,Viandar de la Vera,268
10,Cáceres,207,Villa del Campo,538
10,Cáceres,208,Villa del Rey,141
10,Cáceres,209,Villamesías,278
10,Cáceres,210,Villamiel,640
10,Cáceres,211,Villanueva de la Sierra,466
10,Cáceres,212,Villanueva de la Vera,2147
10,Cáceres,213,Villar del Pedroso,655
10,Cáceres,214,Villar de Plasencia,236
10,Cáceres,215,Villasbuenas de Gata,436
10,Cáceres,216,Zarza de Granadilla,1850
10,Cáceres,217,Zarza de Montánchez,596
10,Cáceres,218,Zarza la Mayor,1409
10,Cáceres,219,Zorita,1586
10,Cáceres,901,Rosalejo,1283
10,Cáceres,902,Vegaviana,854
10,Cáceres,903,Alagón del Río,841
11,Cádiz,001,Alcalá de los Gazules,5500
11,Cádiz,002,Alcalá del Valle,5262
11,Cádiz,003,Algar,1467
11,Cádiz,004,Algeciras,116917
11,Cádiz,005,Algodonales,5768
11,Cádiz,006,Arcos de la Frontera,31417
11,Cádiz,007,Barbate,22885
11,Cádiz,008,"Barrios, Los",23141
11,Cádiz,009,Benaocaz,740
11,Cádiz,010,Bornos,8096
11,Cádiz,011,"Bosque, El",2070
11,Cádiz,012,Cádiz,123948
11,Cádiz,013,Castellar de la Frontera,3202
11,Cádiz,014,Conil de la Frontera,21927
11,Cádiz,015,Chiclana de la Frontera,81113
11,Cádiz,016,Chipiona,18849
11,Cádiz,017,Espera,3951
11,Cádiz,018,"Gastor, El",1858
11,Cádiz,019,Grazalema,2181
11,Cádiz,020,Jerez de la Frontera,211900
11,Cádiz,021,Jimena de la Frontera,10480
11,Cádiz,022,"Línea de la Concepción, La",64704
11,Cádiz,023,Medina-Sidonia,11863
11,Cádiz,024,Olvera,8494
11,Cádiz,025,Paterna de Rivera,5662
11,Cádiz,026,Prado del Rey,5918
11,Cádiz,027,"Puerto de Santa María, El",89068
11,Cádiz,028,Puerto Real,41364
11,Cádiz,029,Puerto Serrano,7196
11,Cádiz,030,Rota,29094
11,Cádiz,031,San Fernando,96772
11,Cádiz,032,Sanlúcar de Barrameda,67308
11,Cádiz,033,San Roque,30516
11,Cádiz,034,Setenil de las Bodegas,2927
11,Cádiz,035,Tarifa,17962
11,Cádiz,036,Torre Alháquime,809
11,Cádiz,037,Trebujena,7091
11,Cádiz,038,Ubrique,16859
11,Cádiz,039,Vejer de la Frontera,12857
11,Cádiz,040,Villaluenga del Rosario,471
11,Cádiz,041,Villamartín,12394
11,Cádiz,042,Zahara,1511
11,Cádiz,901,Benalup-Casas Viejas,7205
11,Cádiz,902,San José del Valle,4447
12,Castellón/Castelló,001,Atzeneta del Maestrat,1342
12,Castellón/Castelló,002,Aín,140
12,Castellón/Castelló,003,Albocàsser,1422
12,Castellón/Castelló,004,Alcalà de Xivert,8218
12,Castellón/Castelló,005,"Alcora, l'",10821
12,Castellón/Castelló,006,Alcudia de Veo,221
12,Castellón/Castelló,007,Alfondeguilla,872
12,Castellón/Castelló,008,Algimia de Almonacid,312
12,Castellón/Castelló,009,Almazora/Almassora,26137
12,Castellón/Castelló,010,Almedíjar,297
12,Castellón/Castelló,011,Almenara,6112
12,Castellón/Castelló,012,Altura,3866
12,Castellón/Castelló,013,Arañuel,196
12,Castellón/Castelló,014,Ares del Maestrat,215
12,Castellón/Castelló,015,Argelita,100
12,Castellón/Castelló,016,Artana,1974
12,Castellón/Castelló,017,Ayódar,206
12,Castellón/Castelló,018,Azuébar,359
12,Castellón/Castelló,020,Barracas,201
12,Castellón/Castelló,021,Betxí,5815
12,Castellón/Castelló,022,Bejís,415
12,Castellón/Castelló,024,Benafer,173
12,Castellón/Castelló,025,Benafigos,165
12,Castellón/Castelló,026,Benasal,1226
12,Castellón/Castelló,027,Benicarló,26677
12,Castellón/Castelló,028,Benicasim/Benicàssim,18753
12,Castellón/Castelló,029,Benlloch,1185
12,Castellón/Castelló,031,Borriol,5231
12,Castellón/Castelló,032,Borriana/Burriana,35598
12,Castellón/Castelló,033,Cabanes,2971
12,Castellón/Castelló,034,Càlig,2231
12,Castellón/Castelló,036,Canet lo Roig,836
12,Castellón/Castelló,037,Castell de Cabres,17
12,Castellón/Castelló,038,Castellfort,238
12,Castellón/Castelló,039,Castellnovo,1050
12,Castellón/Castelló,040,Castellón de la Plana/Castelló de la Plana,180204
12,Castellón/Castelló,041,Castillo de Villamalefa,112
12,Castellón/Castelló,042,Catí,841
12,Castellón/Castelló,043,Caudiel,739
12,Castellón/Castelló,044,Cervera del Maestre,716
12,Castellón/Castelló,045,Cinctorres,484
12,Castellón/Castelló,046,Cirat,247
12,Castellón/Castelló,048,Cortes de Arenoso,352
12,Castellón/Castelló,049,Costur,587
12,Castellón/Castelló,050,"Coves de Vinromà, les",2009
12,Castellón/Castelló,051,Culla,601
12,Castellón/Castelló,052,Chert/Xert,873
12,Castellón/Castelló,053,Chilches/Xilxes,2875
12,Castellón/Castelló,055,Chodos/Xodos,127
12,Castellón/Castelló,056,Chóvar,355
12,Castellón/Castelló,057,Eslida,928
12,Castellón/Castelló,058,Espadilla,116
12,Castellón/Castelló,059,Fanzara,351
12,Castellón/Castelló,060,Figueroles,574
12,Castellón/Castelló,061,Forcall,522
12,Castellón/Castelló,063,Fuente la Reina,57
12,Castellón/Castelló,064,Fuentes de Ayódar,149
12,Castellón/Castelló,065,Gaibiel,195
12,Castellón/Castelló,067,Geldo,687
12,Castellón/Castelló,068,Herbés,56
12,Castellón/Castelló,069,Higueras,57
12,Castellón/Castelló,070,"Jana, la",757
12,Castellón/Castelló,071,Jérica,1656
12,Castellón/Castelló,072,Lucena del Cid,1484
12,Castellón/Castelló,073,Ludiente,192
12,Castellón/Castelló,074,"Llosa, la",955
12,Castellón/Castelló,075,"Mata de Morella, la",211
12,Castellón/Castelló,076,Matet,107
12,Castellón/Castelló,077,Moncofa,6475
12,Castellón/Castelló,078,Montán,415
12,Castellón/Castelló,079,Montanejos,620
12,Castellón/Castelló,080,Morella,2739
12,Castellón/Castelló,081,Navajas,833
12,Castellón/Castelló,082,Nules,13636
12,Castellón/Castelló,083,Olocau del Rey,135
12,Castellón/Castelló,084,Onda,25571
12,Castellón/Castelló,085,Oropesa del Mar/Orpesa,9898
12,Castellón/Castelló,087,Palanques,31
12,Castellón/Castelló,088,Pavías,59
12,Castellón/Castelló,089,Peníscola/Peñíscola,8214
12,Castellón/Castelló,090,Pina de Montalgrao,149
12,Castellón/Castelló,091,Portell de Morella,234
12,Castellón/Castelló,092,Puebla de Arenoso,174
12,Castellón/Castelló,093,"Pobla de Benifassà, la",290
12,Castellón/Castelló,094,"Pobla Tornesa, la",1166
12,Castellón/Castelló,095,Ribesalbes,1317
12,Castellón/Castelló,096,Rossell,1160
12,Castellón/Castelló,097,Sacañet,77
12,Castellón/Castelló,098,"Salzadella, la",850
12,Castellón/Castelló,099,Sant Jordi/San Jorge,1126
12,Castellón/Castelló,100,Sant Mateu,2112
12,Castellón/Castelló,101,San Rafael del Río,556
12,Castellón/Castelló,102,Santa Magdalena de Pulpis,876
12,Castellón/Castelló,103,Sarratella,101
12,Castellón/Castelló,104,Segorbe,9291
12,Castellón/Castelló,105,Sierra Engarcerán,1066
12,Castellón/Castelló,106,Soneja,1525
12,Castellón/Castelló,107,Sot de Ferrer,447
12,Castellón/Castelló,108,Sueras/Suera,650
12,Castellón/Castelló,109,Tales,902
12,Castellón/Castelló,110,Teresa,275
12,Castellón/Castelló,111,Tírig,550
12,Castellón/Castelló,112,Todolella,148
12,Castellón/Castelló,113,Toga,140
12,Castellón/Castelló,114,Torás,258
12,Castellón/Castelló,115,"Toro, El",280
12,Castellón/Castelló,116,Torralba del Pinar,56
12,Castellón/Castelló,117,Torreblanca,5737
12,Castellón/Castelló,118,Torrechiva,96
12,Castellón/Castelló,119,"Torre d'En Besora, la",179
12,Castellón/Castelló,120,"Torre d'en Doménec, la",241
12,Castellón/Castelló,121,Traiguera,1654
12,Castellón/Castelló,122,"Useras/Useres, les",1017
12,Castellón/Castelló,123,Vallat,73
12,Castellón/Castelló,124,Vall d'Alba,3036
12,Castellón/Castelló,125,Vall de Almonacid,273
12,Castellón/Castelló,126,"Vall d'Uixó, la",32782
12,Castellón/Castelló,127,Vallibona,100
12,Castellón/Castelló,128,Vilafamés,1935
12,Castellón/Castelló,129,Villafranca del Cid/Vilafranca,2494
12,Castellón/Castelló,130,Villahermosa del Río,506
12,Castellón/Castelló,131,Villamalur,92
12,Castellón/Castelló,132,Vilanova d'Alcolea,688
12,Castellón/Castelló,133,Villanueva de Viver,77
12,Castellón/Castelló,134,Vilar de Canes,187
12,Castellón/Castelló,135,Vila-real,51357
12,Castellón/Castelló,136,"Vilavella, la",3281
12,Castellón/Castelló,137,Villores,48
12,Castellón/Castelló,138,Vinaròs,28615
12,Castellón/Castelló,139,Vistabella del Maestrazgo,419
12,Castellón/Castelló,140,Viver,1666
12,Castellón/Castelló,141,Zorita del Maestrazgo,146
12,Castellón/Castelló,142,Zucaina,187
12,Castellón/Castelló,901,Alquerías del Niño Perdido,4509
12,Castellón/Castelló,902,Sant Joan de Moró,2999
13,Ciudad Real,001,Abenójar,1579
13,Ciudad Real,002,Agudo,1854
13,Ciudad Real,003,Alamillo,517
13,Ciudad Real,004,Albaladejo,1483
13,Ciudad Real,005,Alcázar de San Juan,31992
13,Ciudad Real,006,Alcoba,727
13,Ciudad Real,007,Alcolea de Calatrava,1593
13,Ciudad Real,008,Alcubillas,562
13,Ciudad Real,009,Aldea del Rey,1944
13,Ciudad Real,010,Alhambra,1097
13,Ciudad Real,011,Almadén,6034
13,Ciudad Real,012,Almadenejos,500
13,Ciudad Real,013,Almagro,9132
13,Ciudad Real,014,Almedina,652
13,Ciudad Real,015,Almodóvar del Campo,6685
13,Ciudad Real,016,Almuradiel,892
13,Ciudad Real,017,Anchuras,349
13,Ciudad Real,018,Arenas de San Juan,1091
13,Ciudad Real,019,Argamasilla de Alba,7376
13,Ciudad Real,020,Argamasilla de Calatrava,6018
13,Ciudad Real,021,Arroba de los Montes,505
13,Ciudad Real,022,Ballesteros de Calatrava,455
13,Ciudad Real,023,Bolaños de Calatrava,12233
13,Ciudad Real,024,Brazatortas,1106
13,Ciudad Real,025,Cabezarados,352
13,Ciudad Real,026,Cabezarrubias del Puerto,559
13,Ciudad Real,027,Calzada de Calatrava,4392
13,Ciudad Real,028,Campo de Criptana,14820
13,Ciudad Real,029,Cañada de Calatrava,118
13,Ciudad Real,030,Caracuel de Calatrava,167
13,Ciudad Real,031,Carrión de Calatrava,3021
13,Ciudad Real,032,Carrizosa,1430
13,Ciudad Real,033,Castellar de Santiago,2191
13,Ciudad Real,034,Ciudad Real,74921
13,Ciudad Real,035,Corral de Calatrava,1150
13,Ciudad Real,036,"Cortijos, Los",981
13,Ciudad Real,037,Cózar,1183
13,Ciudad Real,038,Chillón,2042
13,Ciudad Real,039,Daimiel,18698
13,Ciudad Real,040,Fernán Caballero,1121
13,Ciudad Real,041,Fontanarejo,309
13,Ciudad Real,042,Fuencaliente,1111
13,Ciudad Real,043,Fuenllana,279
13,Ciudad Real,044,Fuente el Fresno,3627
13,Ciudad Real,045,Granátula de Calatrava,865
13,Ciudad Real,046,Guadalmez,906
13,Ciudad Real,047,Herencia,9067
13,Ciudad Real,048,Hinojosas de Calatrava,527
13,Ciudad Real,049,Horcajo de los Montes,1006
13,Ciudad Real,050,"Labores, Las",651
13,Ciudad Real,051,Luciana,410
13,Ciudad Real,052,Malagón,8734
13,Ciudad Real,053,Manzanares,19237
13,Ciudad Real,054,Membrilla,6335
13,Ciudad Real,055,Mestanza,812
13,Ciudad Real,056,Miguelturra,14727
13,Ciudad Real,057,Montiel,1540
13,Ciudad Real,058,Moral de Calatrava,5665
13,Ciudad Real,059,Navalpino,260
13,Ciudad Real,060,Navas de Estena,328
13,Ciudad Real,061,Pedro Muñoz,8659
13,Ciudad Real,062,Picón,702
13,Ciudad Real,063,Piedrabuena,4770
13,Ciudad Real,064,Poblete,2056
13,Ciudad Real,065,Porzuna,4091
13,Ciudad Real,066,Pozuelo de Calatrava,3363
13,Ciudad Real,067,"Pozuelos de Calatrava, Los",452
13,Ciudad Real,068,Puebla de Don Rodrigo,1237
13,Ciudad Real,069,Puebla del Príncipe,790
13,Ciudad Real,070,Puerto Lápice,1019
13,Ciudad Real,071,Puertollano,51997
13,Ciudad Real,072,Retuerta del Bullaque,1096
13,Ciudad Real,073,Saceruela,620
13,Ciudad Real,074,San Carlos del Valle,1208
13,Ciudad Real,075,San Lorenzo de Calatrava,235
13,Ciudad Real,076,Santa Cruz de los Cáñamos,593
13,Ciudad Real,077,Santa Cruz de Mudela,4568
13,Ciudad Real,078,Socuéllamos,13792
13,Ciudad Real,079,"Solana, La",16201
13,Ciudad Real,080,Solana del Pino,405
13,Ciudad Real,081,Terrinches,883
13,Ciudad Real,082,Tomelloso,39093
13,Ciudad Real,083,Torralba de Calatrava,3179
13,Ciudad Real,084,Torre de Juan Abad,1196
13,Ciudad Real,085,Torrenueva,2972
13,Ciudad Real,086,Valdemanco del Esteras,223
13,Ciudad Real,087,Valdepeñas,31212
13,Ciudad Real,088,Valenzuela de Calatrava,752
13,Ciudad Real,089,Villahermosa,2180
13,Ciudad Real,090,Villamanrique,1370
13,Ciudad Real,091,Villamayor de Calatrava,636
13,Ciudad Real,092,Villanueva de la Fuente,2430
13,Ciudad Real,093,Villanueva de los Infantes,5727
13,Ciudad Real,094,Villanueva de San Carlos,356
13,Ciudad Real,095,Villar del Pozo,94
13,Ciudad Real,096,Villarrubia de los Ojos,11116
13,Ciudad Real,097,Villarta de San Juan,3066
13,Ciudad Real,098,Viso del Marqués,2721
13,Ciudad Real,901,"Robledo, El",1281
13,Ciudad Real,902,Ruidera,587
13,Ciudad Real,903,Arenales de San Gregorio,700
13,Ciudad Real,904,Llanos del Caudillo,704
14,Córdoba,001,Adamuz,4446
14,Córdoba,002,Aguilar de la Frontera,13701
14,Córdoba,003,Alcaracejos,1545
14,Córdoba,004,Almedinilla,2523
14,Córdoba,005,Almodóvar del Río,8000
14,Córdoba,006,Añora,1556
14,Córdoba,007,Baena,20266
14,Córdoba,008,Belalcázar,3486
14,Córdoba,009,Belmez,3162
14,Córdoba,010,Benamejí,5158
14,Córdoba,011,"Blázquez, Los",727
14,Córdoba,012,Bujalance,7896
14,Córdoba,013,Cabra,21136
14,Córdoba,014,Cañete de las Torres,3124
14,Córdoba,015,Carcabuey,2659
14,Córdoba,016,Cardeña,1669
14,Córdoba,017,"Carlota, La",13743
14,Córdoba,018,"Carpio, El",4555
14,Córdoba,019,Castro del Río,8087
14,Córdoba,020,Conquista,461
14,Córdoba,021,Córdoba,328841
14,Córdoba,022,Doña Mencía,4994
14,Córdoba,023,Dos Torres,2524
14,Córdoba,024,Encinas Reales,2391
14,Córdoba,025,Espejo,3563
14,Córdoba,026,Espiel,2464
14,Córdoba,027,Fernán-Núñez,9826
14,Córdoba,028,Fuente la Lancha,369
14,Córdoba,029,Fuente Obejuna,5129
14,Córdoba,030,Fuente Palmera,11076
14,Córdoba,031,Fuente-Tójar,746
14,Córdoba,032,"Granjuela, La",510
14,Córdoba,033,Guadalcázar,1617
14,Córdoba,034,"Guijo, El",411
14,Córdoba,035,Hinojosa del Duque,7250
14,Córdoba,036,Hornachuelos,4694
14,Córdoba,037,Iznájar,4712
14,Córdoba,038,Lucena,42592
14,Córdoba,039,Luque,3309
14,Córdoba,040,Montalbán de Córdoba,4635
14,Córdoba,041,Montemayor,4123
14,Córdoba,042,Montilla,23836
14,Córdoba,043,Montoro,9834
14,Córdoba,044,Monturque,2004
14,Córdoba,045,Moriles,3907
14,Córdoba,046,Nueva Carteya,5650
14,Córdoba,047,Obejo,2025
14,Córdoba,048,Palenciana,1623
14,Córdoba,049,Palma del Río,21547
14,Córdoba,050,Pedro Abad,2971
14,Córdoba,051,Pedroche,1633
14,Córdoba,052,Peñarroya-Pueblonuevo,11651
14,Córdoba,053,Posadas,7594
14,Córdoba,054,Pozoblanco,17683
14,Córdoba,055,Priego de Córdoba,23456
14,Córdoba,056,Puente Genil,30385
14,Córdoba,057,"Rambla, La",7621
14,Córdoba,058,Rute,10601
14,Córdoba,059,San Sebastián de los Ballesteros,833
14,Córdoba,060,Santaella,6136
14,Córdoba,061,Santa Eufemia,921
14,Córdoba,062,Torrecampo,1249
14,Córdoba,063,Valenzuela,1317
14,Córdoba,064,Valsequillo,399
14,Córdoba,065,"Victoria, La",2379
14,Córdoba,066,Villa del Río,7463
14,Córdoba,067,Villafranca de Córdoba,4832
14,Córdoba,068,Villaharta,754
14,Córdoba,069,Villanueva de Córdoba,9440
14,Córdoba,070,Villanueva del Duque,1611
14,Córdoba,071,Villanueva del Rey,1167
14,Córdoba,072,Villaralto,1282
14,Córdoba,073,Villaviciosa de Córdoba,3514
14,Córdoba,074,"Viso, El",2763
14,Córdoba,075,Zuheros,741
15,"Coruña, A",001,Abegondo,5709
15,"Coruña, A",002,Ames,29331
15,"Coruña, A",003,Aranga,2072
15,"Coruña, A",004,Ares,5839
15,"Coruña, A",005,Arteixo,30725
15,"Coruña, A",006,Arzúa,6315
15,"Coruña, A",007,"Baña, A",3967
15,"Coruña, A",008,Bergondo,6712
15,"Coruña, A",009,Betanzos,13565
15,"Coruña, A",010,Boimorto,2200
15,"Coruña, A",011,Boiro,19165
15,"Coruña, A",012,Boqueixón,4417
15,"Coruña, A",013,Brión,7369
15,"Coruña, A",014,Cabana de Bergantiños,4759
15,"Coruña, A",015,Cabanas,3299
15,"Coruña, A",016,Camariñas,6082
15,"Coruña, A",017,Cambre,23879
15,"Coruña, A",018,"Capela, A",1376
15,"Coruña, A",019,Carballo,31358
15,"Coruña, A",020,Carnota,4605
15,"Coruña, A",021,Carral,6130
15,"Coruña, A",022,Cedeira,7254
15,"Coruña, A",023,Cee,7855
15,"Coruña, A",024,Cerceda,5318
15,"Coruña, A",025,Cerdido,1312
15,"Coruña, A",026,Cesuras,2174
15,"Coruña, A",027,Coirós,1765
15,"Coruña, A",028,Corcubión,1731
15,"Coruña, A",029,Coristanco,6974
15,"Coruña, A",030,"Coruña, A",246146
15,"Coruña, A",031,Culleredo,29416
15,"Coruña, A",032,Curtis,4159
15,"Coruña, A",033,Dodro,2977
15,"Coruña, A",034,Dumbría,3291
15,"Coruña, A",035,Fene,13780
15,"Coruña, A",036,Ferrol,71997
15,"Coruña, A",037,Fisterra,4990
15,"Coruña, A",038,Frades,2566
15,"Coruña, A",039,Irixoa,1492
15,"Coruña, A",040,Laxe,3313
15,"Coruña, A",041,"Laracha, A",11367
15,"Coruña, A",042,Lousame,3621
15,"Coruña, A",043,Malpica de Bergantiños,5998
15,"Coruña, A",044,Mañón,1537
15,"Coruña, A",045,Mazaricos,4533
15,"Coruña, A",046,Melide,7502
15,"Coruña, A",047,Mesía,2879
15,"Coruña, A",048,Miño,5739
15,"Coruña, A",049,Moeche,1358
15,"Coruña, A",050,Monfero,2129
15,"Coruña, A",051,Mugardos,5456
15,"Coruña, A",052,Muxía,5269
15,"Coruña, A",053,Muros,9437
15,"Coruña, A",054,Narón,39238
15,"Coruña, A",055,Neda,5422
15,"Coruña, A",056,Negreira,7079
15,"Coruña, A",057,Noia,14757
15,"Coruña, A",058,Oleiros,34386
15,"Coruña, A",059,Ordes,12963
15,"Coruña, A",060,Oroso,7328
15,"Coruña, A",061,Ortigueira,6550
15,"Coruña, A",062,Outes,7192
15,"Coruña, A",063,Oza dos Ríos,3227
15,"Coruña, A",064,Paderne,2597
15,"Coruña, A",065,Padrón,8882
15,"Coruña, A",066,"Pino, O",4732
15,"Coruña, A",067,"Pobra do Caramiñal, A",9664
15,"Coruña, A",068,Ponteceso,6065
15,"Coruña, A",069,Pontedeume,8324
15,"Coruña, A",070,"Pontes de García Rodríguez, As",10996
15,"Coruña, A",071,Porto do Son,9699
15,"Coruña, A",072,Rianxo,11729
15,"Coruña, A",073,Ribeira,27778
15,"Coruña, A",074,Rois,4871
15,"Coruña, A",075,Sada,14922
15,"Coruña, A",076,San Sadurniño,3061
15,"Coruña, A",077,Santa Comba,10101
15,"Coruña, A",078,Santiago de Compostela,95671
15,"Coruña, A",079,Santiso,1838
15,"Coruña, A",080,Sobrado,2037
15,"Coruña, A",081,"Somozas, As",1279
15,"Coruña, A",082,Teo,18454
15,"Coruña, A",083,Toques,1302
15,"Coruña, A",084,Tordoia,3924
15,"Coruña, A",085,Touro,3979
15,"Coruña, A",086,Trazo,3433
15,"Coruña, A",087,Valdoviño,6857
15,"Coruña, A",088,Val do Dubra,4234
15,"Coruña, A",089,Vedra,5043
15,"Coruña, A",090,Vilasantar,1368
15,"Coruña, A",091,Vilarmaior,1261
15,"Coruña, A",092,Vimianzo,7977
15,"Coruña, A",093,Zas,5109
15,"Coruña, A",901,Cariño,4373
16,Cuenca,001,Abia de la Obispalía,81
16,Cuenca,002,"Acebrón, El",266
16,Cuenca,003,Alarcón,186
16,Cuenca,004,Albaladejo del Cuende,322
16,Cuenca,005,Albalate de las Nogueras,312
16,Cuenca,006,Albendea,161
16,Cuenca,007,"Alberca de Záncara, La",1962
16,Cuenca,008,Alcalá de la Vega,128
16,Cuenca,009,Alcantud,82
16,Cuenca,010,Alcázar del Rey,193
16,Cuenca,011,Alcohujate,45
16,Cuenca,012,Alconchel de la Estrella,128
16,Cuenca,013,Algarra,20
16,Cuenca,014,Aliaguilla,751
16,Cuenca,015,"Almarcha, La",516
16,Cuenca,016,Almendros,295
16,Cuenca,017,Almodóvar del Pinar,452
16,Cuenca,018,Almonacid del Marquesado,469
16,Cuenca,019,Altarejos,231
16,Cuenca,020,Arandilla del Arroyo,20
16,Cuenca,022,Arcos de la Sierra,106
16,Cuenca,023,Chillarón de Cuenca,604
16,Cuenca,024,Arguisuelas,143
16,Cuenca,025,Arrancacepas,31
16,Cuenca,026,Atalaya del Cañavate,133
16,Cuenca,027,Barajas de Melo,1070
16,Cuenca,029,Barchín del Hoyo,91
16,Cuenca,030,Bascuñana de San Pedro,25
16,Cuenca,031,Beamud,62
16,Cuenca,032,Belinchón,376
16,Cuenca,033,Belmonte,2147
16,Cuenca,034,Belmontejo,221
16,Cuenca,035,Beteta,338
16,Cuenca,036,Boniches,137
16,Cuenca,038,Buciegas,49
16,Cuenca,039,Buenache de Alarcón,612
16,Cuenca,040,Buenache de la Sierra,115
16,Cuenca,041,Buendía,484
16,Cuenca,042,Campillo de Altobuey,1600
16,Cuenca,043,Campillos-Paravientos,126
16,Cuenca,044,Campillos-Sierra,56
16,Cuenca,045,Canalejas del Arroyo,313
16,Cuenca,046,Cañada del Hoyo,284
16,Cuenca,047,Cañada Juncosa,294
16,Cuenca,048,Cañamares,536
16,Cuenca,049,"Cañavate, El",163
16,Cuenca,050,Cañaveras,381
16,Cuenca,051,Cañaveruelas,176
16,Cuenca,052,Cañete,933
16,Cuenca,053,Cañizares,535
16,Cuenca,055,Carboneras de Guadazaón,826
16,Cuenca,056,Cardenete,572
16,Cuenca,057,Carrascosa,107
16,Cuenca,058,Carrascosa de Haro,128
16,Cuenca,060,Casas de Benítez,1018
16,Cuenca,061,Casas de Fernando Alonso,1446
16,Cuenca,062,Casas de Garcimolina,30
16,Cuenca,063,Casas de Guijarro,140
16,Cuenca,064,Casas de Haro,898
16,Cuenca,065,Casas de los Pinos,561
16,Cuenca,066,Casasimarro,3311
16,Cuenca,067,Castejón,188
16,Cuenca,068,Castillejo de Iniesta,192
16,Cuenca,070,Castillejo-Sierra,33
16,Cuenca,071,Castillo-Albaráñez,24
16,Cuenca,072,Castillo de Garcimuñoz,174
16,Cuenca,073,Cervera del Llano,257
16,Cuenca,074,"Cierva, La",56
16,Cuenca,078,Cuenca,57032
16,Cuenca,079,Cueva del Hierro,37
16,Cuenca,081,Chumillas,68
16,Cuenca,082,Enguídanos,375
16,Cuenca,083,Fresneda de Altarejos,62
16,Cuenca,084,Fresneda de la Sierra,55
16,Cuenca,085,"Frontera, La",197
16,Cuenca,086,Fuente de Pedro Naharro,1349
16,Cuenca,087,Fuentelespino de Haro,272
16,Cuenca,088,Fuentelespino de Moya,137
16,Cuenca,089,Fuentes,492
16,Cuenca,091,Fuertescusa,82
16,Cuenca,092,Gabaldón,207
16,Cuenca,093,Garaballa,96
16,Cuenca,094,Gascueña,214
16,Cuenca,095,Graja de Campalbo,107
